^SAMPLE = GSM171895
!Sample_title = HBEC3-KT
!Sample_geo_accession = GSM171895
!Sample_status = Public on Mar 07 2007
!Sample_submission_date = Feb 26 2007
!Sample_last_update_date = Aug 28 2018
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = Human Bronchial Epithelial Cell
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Histology: immortalized normal
!Sample_characteristics_ch1 = Age: 65
!Sample_characteristics_ch1 = Sex: F
!Sample_characteristics_ch1 = Race:
!Sample_biomaterial_provider_ch1 = Hamon Center for Therapeutic Oncology Research, UT Southwestern Medical Center
!Sample_growth_protocol_ch1 = KSFM supplemented with EGF and BPE
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Qiagen RNeasy kit including DNase1 treatment
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Biotinylated cRNA was prepared according to standard Affymetrix protocol from 5 microgram total RNA
!Sample_hyb_protocol = Following fragmentation, 20 microg of cRNA were hybridized for 16 hr at 45C on GeneChip Human Genome Array. GeneChips were washed and stained in the Affymetrix Fluidics Station
!Sample_scan_protocol = GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A
!Sample_description = Immortalized with CDK4 and hTERT
!Sample_data_processing = Data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 250
!Sample_platform_id = GPL570
!Sample_contact_name = Luc,,Girard
!Sample_contact_email = Luc.Girard@UTSouthwestern.edu
!Sample_contact_laboratory = NB8.114A
!Sample_contact_department = Hamon Center for Therapeutic Oncology Research
!Sample_contact_institute = UT Southwestern Medical Center
!Sample_contact_address = 5323 Harry Hines Blvd
!Sample_contact_city = Dallas
!Sample_contact_state = TX
!Sample_contact_zip/postal_code = 75390-8593
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM171nnn/GSM171895/suppl/GSM171895.CEL.gz
!Sample_relation = Reanalyzed by: GSE64985
!Sample_relation = Reanalyzed by: GSE119087
!Sample_series_id = GSE4824
!Sample_data_row_count = 54675
#ID_REF = Affymetrix IDs
#Stat Pairs = Number of probe pairs
#Stat Pairs Used = Number of probe pairs (unmasked)
#VALUE = MAS5-calculated Signal intensity
#ABS_CALL = the call in an absolute analysis that indicates if the transcript was present (P), absent (A), marginal (M), or no call (NC)
#DETECTION P-VALUE = p-value that indicates the significance level of the detection call
!sample_table_begin
ID_REF	Stat Pairs	Stat Pairs Used	VALUE	ABS_CALL	DETECTION P-VALUE
230682_x_at	11	11	84.0	A	0.366211
230683_at	11	11	103.0	A	0.111572
230684_at	11	11	78.8	A	0.129639
230685_at	11	11	107.1	P	0.018555
230686_s_at	11	11	72.5	A	0.194580
230687_at	11	11	176.8	A	0.129639
230688_at	11	11	68.7	M	0.056152
230689_at	11	11	37.1	A	0.398926
230690_at	11	11	24.1	A	0.567627
230691_at	11	11	5.0	A	0.725830
230692_at	11	11	5.4	A	0.805420
230693_at	11	11	5.0	A	0.919434
230694_at	11	11	3.9	A	0.687988
230695_s_at	11	11	108.7	A	0.080566
230696_at	11	11	122.8	P	0.018555
230697_at	11	11	46.8	A	0.432373
230698_at	11	11	21.6	A	0.500000
230699_at	11	11	54.7	A	0.080566
230700_at	11	11	92.1	A	0.246094
230701_x_at	11	11	135.5	A	0.149658
230702_at	11	11	6.8	A	0.953857
230703_at	11	11	33.4	A	0.219482
230704_s_at	11	11	24.5	A	0.432373
230705_at	11	11	42.6	A	0.219482
230706_s_at	11	11	112.6	A	0.080566
230707_at	11	11	61.4	A	0.171387
230708_at	11	11	795.9	P	0.000244
230709_x_at	11	11	11.5	A	0.633789
230710_at	11	11	661.9	P	0.002930
230711_at	11	11	88.2	A	0.219482
230712_at	11	11	109.3	P	0.018555
230713_at	11	11	304.3	P	0.000244
230714_s_at	11	11	10.5	A	0.805420
230715_at	11	11	66.0	A	0.171387
230716_at	11	11	11.2	A	0.805420
230717_at	11	11	122.6	A	0.111572
230718_at	11	11	33.8	A	0.219482
230719_at	11	11	36.1	A	0.696289
230720_at	11	11	3.8	A	0.753906
230721_at	11	11	356.6	P	0.014160
230722_at	11	11	75.9	P	0.018555
230723_at	11	11	171.4	A	0.246094
230724_s_at	11	11	112.7	A	0.129639
230725_at	11	11	49.5	A	0.398926
230726_at	11	11	42.0	A	0.432373
230727_at	11	11	104.7	P	0.030273
230728_at	11	11	402.5	P	0.000244
230729_at	11	11	15.6	A	0.665527
230730_at	11	11	83.4	A	0.111572
230731_x_at	11	11	54.5	A	0.246094
230732_s_at	11	11	4.3	A	0.997070
230733_at	11	11	95.9	P	0.014160
230734_x_at	11	11	392.3	P	0.000244
230735_at	11	11	56.4	A	0.274170
230736_at	11	11	87.3	P	0.046143
230737_s_at	11	11	76.9	P	0.023926
230738_at	11	11	44.8	A	0.095215
230739_at	11	11	442.5	P	0.001953
230740_at	11	11	78.9	A	0.303711
230741_at	11	11	19.4	A	0.432373
230742_at	11	11	61.8	P	0.000732
230743_at	11	11	96.7	A	0.171387
230744_at	11	11	60.5	A	0.111572
230745_s_at	11	11	87.0	A	0.125488
230746_s_at	11	11	91.5	P	0.002930
230747_s_at	11	11	129.6	P	0.014160
230748_at	11	11	44.5	P	0.004150
230749_s_at	11	11	8.8	A	0.888428
230750_at	11	11	74.5	A	0.466064
230751_at	11	11	3.9	A	0.999756
230752_at	11	11	45.5	P	0.008057
230753_at	11	11	56.3	A	0.274170
230754_at	11	11	82.8	A	0.095215
230755_at	11	11	96.0	A	0.366211
230756_at	11	11	57.1	A	0.500000
230757_at	11	11	232.2	P	0.005859
230758_at	11	11	125.0	P	0.008057
230759_at	11	11	85.8	A	0.067627
230760_at	11	11	5.7	A	0.423096
230761_at	11	11	104.0	P	0.005859
230762_at	11	11	20.7	A	0.303711
230763_at	11	11	106.3	A	0.149658
230764_at	11	11	123.8	P	0.018555
230765_at	11	11	7.8	A	0.696289
230766_at	11	11	79.0	P	0.010742
230767_at	11	11	54.5	A	0.366211
230768_at	11	11	60.7	A	0.111572
230769_at	11	11	576.9	P	0.000732
230770_at	11	11	80.0	A	0.303711
230771_at	11	11	53.0	A	0.432373
230772_at	11	11	113.4	P	0.037598
230773_at	11	11	35.8	A	0.466064
230774_at	11	11	201.7	P	0.000244
230775_s_at	11	11	99.6	P	0.046143
230776_at	11	11	6.2	A	0.633789
230777_s_at	11	11	204.4	M	0.056152
230778_at	11	11	334.5	P	0.046143
230779_at	11	11	117.8	P	0.005859
230780_at	11	11	130.3	A	0.095215
230781_at	11	11	9.1	A	0.780518
230782_at	11	11	190.7	P	0.002930
230783_at	11	11	41.3	A	0.111572
230784_at	11	11	39.3	P	0.018555
230785_at	11	11	12.2	A	0.601074
230786_at	11	11	142.5	A	0.171387
230787_at	11	11	13.0	A	0.567627
230788_at	11	11	202.8	P	0.014160
230789_at	11	11	57.0	A	0.149658
230790_x_at	11	11	104.6	P	0.004150
230791_at	11	11	679.6	P	0.000244
230792_at	11	11	76.5	A	0.246094
230793_at	11	11	407.8	P	0.000732
230794_at	11	11	4.0	A	0.753906
230795_at	11	11	202.5	P	0.004150
230796_at	11	11	7.0	A	0.953857
230797_s_at	11	11	6.2	A	0.753906
230798_at	11	11	34.6	A	0.432373
230799_at	11	11	115.1	A	0.080566
230800_at	11	11	98.9	A	0.334473
230801_at	11	11	71.5	A	0.129639
230802_at	11	11	47.8	A	0.171387
230803_s_at	11	11	79.8	P	0.018555
230804_at	11	11	0.5	A	0.969727
230805_at	11	11	2.6	A	0.567627
230806_s_at	11	11	83.1	A	0.246094
230807_at	11	11	67.8	A	0.274170
230808_at	11	11	4.2	A	0.850342
230809_at	11	11	3.6	A	0.888428
230810_at	11	11	81.9	A	0.067627
230811_at	11	11	49.7	A	0.366211
230812_at	11	11	34.0	P	0.023926
230813_at	11	11	3.2	A	0.998047
230814_at	11	11	19.9	A	0.366211
230815_at	11	11	44.4	P	0.030273
230816_at	11	11	6.6	A	0.870361
230817_at	11	11	2.8	A	0.943848
230818_at	11	11	60.7	A	0.194580
230819_at	11	11	149.3	A	0.111572
230820_at	11	11	146.1	P	0.023926
230821_at	11	11	237.2	A	0.080566
230822_at	11	11	150.4	P	0.030273
230823_at	11	11	3.8	A	0.989258
230824_at	11	11	10.4	A	0.904785
230825_at	11	11	28.7	A	0.500000
230826_at	11	11	48.6	A	0.080566
230827_at	11	11	13.0	A	0.665527
230828_at	11	11	57.5	A	0.149658
230829_at	11	11	27.2	A	0.533936
230830_at	11	11	7.9	A	0.850342
230831_at	11	11	142.5	P	0.030273
230832_at	11	11	96.5	A	0.111572
230833_at	11	11	33.3	A	0.533936
230834_at	11	11	13.0	A	0.398926
230835_at	11	11	8.4	A	0.932373
230836_at	11	11	21.9	A	0.095215
230837_at	11	11	29.3	A	0.246094
230838_s_at	11	11	41.6	A	0.194580
230839_at	11	11	104.6	P	0.023926
230840_at	11	11	6.5	A	0.904785
230841_at	11	11	12.6	A	0.366211
230842_at	11	11	67.8	P	0.023926
230843_at	11	11	73.5	A	0.533936
230844_at	11	11	57.0	A	0.111572
230845_at	11	11	6.6	A	0.985840
230846_at	11	11	7.6	A	0.753906
230847_at	11	11	137.3	A	0.246094
230848_s_at	11	11	17.1	A	0.601074
230849_at	11	11	112.9	A	0.095215
230850_at	11	11	90.9	P	0.037598
230851_x_at	11	11	12.3	A	0.366211
230852_at	11	11	47.0	A	0.274170
230853_at	11	11	25.6	A	0.432373
230854_at	11	11	55.1	A	0.219482
230855_at	11	11	201.1	A	0.246094
230856_at	11	11	21.6	A	0.466064
230857_s_at	11	11	7.2	A	0.870361
230858_at	11	11	44.9	A	0.633789
230859_at	11	11	61.3	A	0.111572
230860_at	11	11	52.9	M	0.056152
230861_at	11	11	45.6	A	0.194580
230862_at	11	11	50.8	P	0.018555
230863_at	11	11	13.6	A	0.466064
230864_at	11	11	14.1	A	0.633789
230865_at	11	11	3.9	A	0.753906
230866_at	11	11	4.6	A	0.976074
230867_at	11	11	14.3	A	0.533936
230868_at	11	11	86.5	A	0.171387
230869_at	11	11	1.9	A	0.780518
230870_at	11	11	5.4	A	0.696289
230871_at	11	11	119.3	P	0.001953
230872_s_at	11	11	25.7	A	0.398926
230873_at	11	11	55.8	A	0.246094
230874_at	11	11	54.1	P	0.014160
230875_s_at	11	11	367.0	P	0.000244
230876_at	11	11	36.9	A	0.149658
230877_at	11	11	7.5	A	0.725830
230878_s_at	11	11	14.7	A	0.633789
230879_at	11	11	73.2	A	0.149658
230880_at	11	11	8.4	A	0.780518
230881_at	11	11	10.6	A	0.466064
230882_at	11	11	12.1	A	0.366211
230883_at	11	11	24.3	A	0.303711
230884_s_at	11	11	100.0	P	0.010742
230885_at	11	11	61.2	A	0.095215
230886_at	11	11	205.8	P	0.008057
230887_at	11	11	91.1	A	0.219482
230888_at	11	11	198.6	P	0.000732
230889_at	11	11	20.4	A	0.533936
230890_at	11	11	47.4	A	0.366211
230891_at	11	11	2.6	A	0.601074
230892_at	11	11	53.6	P	0.046143
230893_at	11	11	264.7	P	0.000732
230894_s_at	11	11	25.5	A	0.500000
230895_at	11	11	32.7	A	0.246094
230896_at	11	11	6.5	A	0.601074
230897_at	11	11	25.9	A	0.149658
230898_at	11	11	51.5	A	0.246094
230899_at	11	11	107.6	A	0.633789
230900_at	11	11	5.4	A	0.688477
230901_x_at	11	11	202.1	P	0.046143
230902_at	11	11	5.7	A	0.780518
230903_s_at	11	11	388.0	P	0.001221
230904_at	11	11	97.4	P	0.001953
230905_at	11	11	56.2	A	0.111572
230906_at	11	11	21.7	A	0.398926
230907_at	11	11	71.0	P	0.046143
230908_at	11	11	8.9	A	0.805420
230909_at	11	11	6.8	A	0.665527
230910_s_at	11	11	5.9	A	0.932373
230911_at	11	11	9.1	A	0.601074
230912_at	11	11	10.6	A	0.904785
230913_at	11	11	183.0	P	0.002930
230914_at	11	11	10.4	A	0.850342
230915_at	11	11	18.7	A	0.633789
230916_at	11	11	120.0	P	0.037598
230917_at	11	11	8.7	A	0.567627
230918_at	11	11	271.6	P	0.008057
230919_at	11	11	6.7	A	0.601074
230920_at	11	11	6.3	A	0.828613
230921_s_at	11	11	252.9	A	0.067627
230922_x_at	11	11	105.9	A	0.303711
230923_at	11	11	11.2	A	0.500000
230924_at	11	11	21.6	A	0.725830
230925_at	11	11	3.7	A	0.943848
230926_s_at	11	11	49.1	A	0.171387
230927_at	11	11	80.7	P	0.001221
230928_at	11	11	89.7	P	0.005859
230929_s_at	11	11	25.1	A	0.274170
230930_at	11	11	653.9	P	0.005859
230931_at	11	11	31.8	A	0.129639
230932_at	11	11	22.0	A	0.303711
230933_at	11	11	186.0	P	0.046143
230934_at	11	11	88.9	A	0.095215
230935_at	11	11	9.0	A	0.753906
230936_at	11	11	84.3	A	0.466064
230937_at	11	11	96.6	M	0.056152
230938_x_at	11	11	25.1	A	0.665527
230939_at	11	11	87.3	A	0.171387
230940_at	11	11	5.9	A	0.888428
230941_at	11	11	6.4	A	0.828613
230942_at	11	11	46.1	A	0.080566
230943_at	11	11	36.4	A	0.080566
230944_at	11	11	60.4	A	0.080566
230945_at	11	11	30.1	A	0.533936
230946_at	11	11	33.8	A	0.533936
230947_at	11	11	10.9	A	0.904785
230948_at	11	11	144.5	A	0.194580
230949_at	11	11	186.4	P	0.014160
230950_at	11	11	44.5	A	0.334473
230951_at	11	11	263.0	P	0.000732
230952_at	11	11	44.7	A	0.095215
230953_at	11	11	41.7	A	0.725830
230954_at	11	11	99.1	P	0.046143
230955_s_at	11	11	84.7	A	0.111572
230956_at	11	11	45.2	A	0.432373
230957_at	11	11	51.1	A	0.129639
230958_s_at	11	11	275.8	P	0.004150
230959_at	11	11	10.3	A	0.780518
230960_at	11	11	74.6	P	0.023926
230961_at	11	11	123.6	P	0.000244
230962_at	11	11	26.5	A	0.219482
230963_at	11	11	14.2	A	0.633789
230964_at	11	11	18.7	A	0.533936
230965_at	11	11	14.2	A	0.334473
230966_at	11	11	54.6	A	0.466064
230967_s_at	11	11	107.6	A	0.194580
230968_at	11	11	20.5	A	0.567627
230969_at	11	11	4.2	A	0.398926
230970_at	11	11	32.4	A	0.149658
230971_x_at	11	11	47.0	A	0.366211
230972_at	11	11	957.8	P	0.000732
230973_at	11	11	176.6	P	0.023926
230974_at	11	11	10.0	A	0.953857
230975_at	11	11	13.7	A	0.500000
230976_at	11	11	111.4	A	0.171387
230977_at	11	11	196.0	A	0.111572
230978_at	11	11	35.9	A	0.805420
230979_at	11	11	110.5	A	0.067627
230980_x_at	11	11	5.7	A	0.969727
230981_at	11	11	124.4	P	0.030273
230982_at	11	11	3.7	A	0.665527
230983_at	11	11	111.5	A	0.080566
230984_s_at	11	11	5.6	A	0.870361
230985_at	11	11	17.8	A	0.567627
230986_at	11	11	174.8	P	0.000732
230987_at	11	11	105.1	A	0.171387
230988_at	11	11	59.5	A	0.194580
230989_s_at	11	11	11.0	A	0.665527
230990_at	11	11	32.5	A	0.805420
230991_at	11	11	25.5	A	0.500000
230992_at	11	11	66.1	A	0.149658
230993_s_at	11	11	18.6	A	0.533936
230994_at	11	11	14.3	A	0.753906
230995_at	11	11	43.1	A	0.334473
230996_at	11	11	91.3	A	0.432373
230997_at	11	11	93.3	A	0.432373
230998_at	11	11	195.1	P	0.000732
230999_at	11	11	99.0	P	0.001221
231000_at	11	11	12.1	A	0.466064
231001_at	11	11	7.2	A	0.696289
231002_s_at	11	11	222.9	P	0.005859
231003_at	11	11	67.8	A	0.067627
231004_s_at	11	11	8.6	A	0.633789
231005_at	11	11	17.5	A	0.943848
231006_at	11	11	118.7	A	0.149658
231007_at	11	11	4.8	A	0.870361
231008_at	11	11	75.8	P	0.037598
231009_at	11	11	7.0	A	0.753906
231010_at	11	11	48.8	A	0.194580
231011_at	11	11	30.4	A	0.366211
231012_at	11	11	164.2	A	0.095215
231013_at	11	11	50.7	A	0.080566
231014_at	11	11	9.7	A	0.753906
231015_at	11	11	45.1	A	0.274170
231016_s_at	11	11	118.9	P	0.001953
231017_at	11	11	302.7	P	0.023926
231018_at	11	11	9.4	A	0.962402
231019_x_at	11	11	47.9	A	0.366211
231020_at	11	11	160.2	A	0.219482
231021_at	11	11	18.2	A	0.466064
231022_at	11	11	197.2	A	0.111572
231023_at	11	11	107.6	P	0.005859
231024_at	11	11	73.7	P	0.030273
231025_at	11	11	63.1	A	0.067627
231026_at	11	11	85.6	P	0.018555
231027_at	11	11	15.1	A	0.753906
231028_at	11	11	6.8	A	0.533936
231029_at	11	11	4.8	A	0.533936
231030_at	11	11	6.8	A	0.953857
231031_at	11	11	43.2	A	0.129639
231032_at	11	11	23.7	A	0.567627
231033_at	11	11	187.0	P	0.014160
231034_s_at	11	11	111.7	P	0.037598
231035_s_at	11	11	87.2	P	0.000244
231036_at	11	11	51.9	A	0.366211
231037_at	11	11	62.5	A	0.274170
231038_s_at	11	11	32.6	A	0.246094
231039_at	11	11	98.5	P	0.014160
231040_at	11	11	7.6	A	0.633789
231041_at	11	11	4.7	A	0.870361
231042_s_at	11	11	46.4	A	0.129639
231043_at	11	11	117.6	P	0.030273
231044_at	11	11	13.4	A	0.696289
231045_x_at	11	11	2420.7	P	0.000732
231046_at	11	11	10.8	A	0.500000
231047_at	11	11	36.8	A	0.194580
231048_at	11	11	36.3	A	0.246094
231049_at	11	11	10.8	A	0.780518
231050_at	11	11	101.6	A	0.067627
231051_at	11	11	58.7	P	0.023926
231052_at	11	11	56.2	A	0.533936
231053_at	11	11	11.4	A	0.696289
231054_at	11	11	82.0	M	0.056152
231055_at	11	11	167.4	P	0.001221
231056_at	11	11	126.6	A	0.095215
231057_at	11	11	101.6	A	0.095215
231058_at	11	11	4.2	A	0.780518
231059_x_at	11	11	597.7	P	0.001953
231060_at	11	11	1.3	A	0.870361
231061_at	11	11	114.6	P	0.030273
231062_at	11	11	51.6	A	0.334473
231063_at	11	11	27.3	A	0.432373
231064_s_at	11	11	49.1	A	0.219482
231065_at	11	11	97.3	P	0.005859
231066_s_at	11	11	49.9	P	0.030273
231067_s_at	11	11	62.8	P	0.037598
231068_at	11	11	104.8	A	0.274170
231069_at	11	11	102.4	A	0.171387
231070_at	11	11	0.7	A	0.665527
231071_at	11	11	56.4	A	0.432373
231072_at	11	11	4.7	A	0.780518
231073_at	11	11	6.9	A	0.780518
231074_at	11	11	47.4	A	0.111572
231075_x_at	11	11	239.4	P	0.014160
231076_at	11	11	4.8	A	0.850342
231077_at	11	11	4.7	A	0.943848
231078_at	11	11	79.5	A	0.171387
231079_at	11	11	7.1	A	0.592285
231080_at	11	11	8.6	A	0.753906
231081_at	11	11	4.1	A	0.850342
231082_at	11	11	112.1	M	0.056152
231083_at	11	11	58.2	A	0.095215
231084_at	11	11	22.1	A	0.432373
231085_s_at	11	11	46.4	A	0.219482
231086_at	11	11	220.7	P	0.046143
231087_at	11	11	65.1	A	0.334473
231088_at	11	11	16.0	A	0.533936
231089_at	11	11	7.4	A	0.969727
231090_s_at	11	11	200.7	P	0.000732
231091_x_at	11	11	32.3	A	0.095215
231092_s_at	11	11	112.7	A	0.171387
231093_at	11	11	86.5	P	0.018555
231094_s_at	11	11	473.0	P	0.005859
231095_at	11	11	62.7	A	0.067627
231096_at	11	11	52.2	A	0.219482
231097_at	11	11	77.1	A	0.274170
231098_at	11	11	35.5	A	0.171387
231099_at	11	11	11.9	A	0.398926
231100_at	11	11	115.6	A	0.274170
231101_at	11	11	352.1	P	0.005859
231102_at	11	11	188.7	P	0.004150
231103_at	11	11	27.2	A	0.171387
231104_at	11	11	5.9	A	0.969727
231105_at	11	11	24.9	A	0.567627
231106_at	11	11	160.9	P	0.018555
231107_at	11	11	11.6	A	0.753906
231108_at	11	11	81.2	A	0.129639
231109_at	11	11	38.6	A	0.466064
231110_at	11	11	37.1	A	0.194580
231111_at	11	11	101.0	P	0.005859
231112_at	11	11	9.1	A	0.888428
231113_at	11	11	3.8	A	0.943848
231114_at	11	11	40.7	P	0.005859
231115_at	11	11	232.1	A	0.303711
231116_at	11	11	154.8	P	0.010742
231117_at	11	11	39.9	A	0.533936
231118_at	11	11	135.3	P	0.010742
231119_at	11	11	57.6	A	0.665527
231120_x_at	11	11	31.5	A	0.366211
231121_at	11	11	44.6	P	0.002930
231122_x_at	11	11	4.3	A	0.888428
231123_at	11	11	2.5	A	0.888428
231124_x_at	11	11	61.5	A	0.111572
231125_at	11	11	14.7	A	0.303711
231126_at	11	11	56.8	A	0.219482
231127_at	11	11	3.7	A	0.850342
231128_at	11	11	4.0	A	0.665527
231129_at	11	11	69.8	A	0.129639
231130_at	11	11	50.5	A	0.219482
231131_at	11	11	4.2	A	0.888428
231132_at	11	11	64.0	A	0.274170
231133_at	11	11	20.6	A	0.780518
231134_at	11	11	28.9	A	0.366211
231135_at	11	11	87.0	A	0.067627
231136_at	11	11	20.2	A	0.398926
231137_at	11	11	85.2	A	0.274170
231138_at	11	11	3.7	A	0.805420
231139_at	11	11	9.1	A	0.753906
231140_at	11	11	9.9	A	0.601074
231141_at	11	11	7.7	A	0.725830
231142_at	11	11	45.0	A	0.357666
231143_at	11	11	19.2	A	0.665527
231144_at	11	11	4.0	A	0.953857
231145_at	11	11	197.0	P	0.000244
231146_at	11	11	399.0	P	0.008057
231147_at	11	11	144.8	P	0.030273
231148_at	11	11	183.9	A	0.194580
231149_s_at	11	11	15.7	A	0.398926
231150_at	11	11	86.5	P	0.005859
231151_at	11	11	7.4	A	0.919434
231152_at	11	11	62.6	A	0.067627
231153_at	11	11	139.8	A	0.274170
231154_x_at	11	11	92.2	A	0.533936
231155_at	11	11	47.8	A	0.366211
231156_at	11	11	58.9	A	0.080566
231157_at	11	11	86.3	A	0.274170
231158_x_at	11	11	16.8	A	0.696289
231159_at	11	11	32.7	A	0.219482
231160_at	11	11	23.5	A	0.334473
231161_x_at	11	11	35.9	A	0.129639
231162_at	11	11	222.9	P	0.037598
231163_at	11	11	9.7	A	0.601074
231164_at	11	11	56.7	A	0.067627
231165_at	11	11	39.1	A	0.171387
231166_at	11	11	97.8	P	0.014160
231167_at	11	11	7.9	A	0.753906
231168_at	11	11	4.3	A	0.753906
231169_at	11	11	124.8	A	0.067627
231170_at	11	11	61.5	A	0.366211
231171_at	11	11	13.5	A	0.398926
231172_at	11	11	75.4	A	0.246094
231173_at	11	11	47.9	A	0.111572
231174_s_at	11	11	5.3	A	0.366211
231175_at	11	11	13.9	A	0.303711
231176_at	11	11	14.2	A	0.533936
231177_at	11	11	16.2	A	0.398926
231178_at	11	11	144.3	A	0.149658
231179_at	11	11	14.3	A	0.753906
231180_at	11	11	36.8	A	0.274170
231181_at	11	11	29.9	M	0.056152
231182_at	11	11	73.9	A	0.129639
231183_s_at	11	11	745.3	P	0.000244
231184_at	11	11	4.6	A	0.994141
231185_at	11	11	6.2	A	0.850342
231186_at	11	11	22.4	A	0.067627
231187_at	11	11	25.3	A	0.432373
231188_at	11	11	169.7	P	0.023926
231189_at	11	11	87.3	A	0.129639
231190_at	11	11	76.2	M	0.056152
231191_at	11	11	8.5	A	0.665527
231192_at	11	11	2368.8	P	0.000244
231193_s_at	11	11	148.8	P	0.000732
231194_at	11	11	13.0	A	0.533936
231195_at	11	11	7.3	A	0.904785
231196_x_at	11	11	103.8	A	0.080566
231197_at	11	11	45.3	A	0.246094
231198_at	11	11	57.8	A	0.274170
231199_at	11	11	261.4	P	0.000244
231200_at	11	11	55.3	A	0.466064
231201_at	11	11	64.3	A	0.533936
231202_at	11	11	388.1	P	0.000244
231203_at	11	11	11.1	A	0.665527
231204_at	11	11	3.6	A	0.633789
231205_at	11	11	186.6	P	0.037598
231206_at	11	11	11.9	A	0.850342
231207_at	11	11	26.4	A	0.633789
231208_at	11	11	68.1	A	0.246094
231209_at	11	11	13.3	A	0.780518
231210_at	11	11	9.3	A	0.533936
231211_s_at	8	8	511.7	P	0.015625
231212_x_at	11	11	248.0	P	0.010742
231213_at	11	11	1.7	A	0.780518
231214_at	11	11	7.8	A	0.888428
231215_at	11	11	163.9	P	0.001953
231216_at	11	11	7.7	A	0.567627
231217_at	11	11	62.3	A	0.149658
231218_at	11	11	32.1	A	0.432373
231219_at	11	11	5.9	A	0.904785
231220_at	11	11	5.6	A	0.665527
231221_at	11	11	31.5	A	0.432373
231222_at	11	11	11.6	A	0.943848
231223_at	11	11	4.3	A	0.753906
231224_x_at	11	11	45.0	A	0.246094
231225_at	11	11	84.9	P	0.030273
231226_at	11	11	2.7	A	0.753906
231227_at	11	11	21.7	A	0.246094
231228_at	11	11	20.7	A	0.850342
231229_at	11	11	33.5	A	0.129639
231230_at	11	11	79.8	A	0.111572
231231_at	11	11	15.2	A	0.432373
231232_at	11	11	9.3	A	0.725830
231233_at	11	11	184.4	P	0.030273
231234_at	11	11	414.1	P	0.000732
231235_at	11	11	3.2	A	0.888428
231236_at	11	11	13.4	A	0.780518
231237_x_at	11	11	8.9	A	0.870361
231238_at	11	11	95.6	A	0.080566
231239_at	11	11	27.4	M	0.056152
231240_at	11	11	56.9	A	0.095215
231241_at	11	11	57.6	A	0.194580
231242_at	11	11	3.5	A	0.919434
231243_s_at	11	11	42.1	A	0.334473
231244_at	11	11	41.8	A	0.095215
231245_s_at	11	11	12.5	A	0.780518
231246_at	11	11	219.9	A	0.111572
231247_s_at	11	11	107.4	P	0.030273
231248_at	11	11	32.1	A	0.432373
231249_at	11	11	136.2	P	0.001953
231250_at	11	11	84.1	A	0.111572
231251_at	11	11	207.4	P	0.001221
231252_at	11	11	52.1	P	0.030273
231253_at	11	11	8.1	A	0.805420
231254_at	11	11	73.1	A	0.067627
231255_at	11	11	218.3	P	0.037598
231256_at	11	11	4.9	A	0.696289
231257_at	11	11	77.1	A	0.194580
231258_at	11	11	77.2	A	0.171387
231259_s_at	11	11	260.1	P	0.001953
231260_at	11	11	66.8	A	0.129639
231261_at	11	11	15.3	A	0.601074
231262_at	11	11	204.0	P	0.008057
231263_at	11	11	73.1	A	0.129639
231264_at	11	11	28.4	A	0.633789
231265_at	11	11	1.9	A	0.805420
231266_at	11	11	12.3	A	0.633789
231267_at	11	11	24.2	A	0.194580
231268_at	11	11	14.1	A	0.601074
231269_at	11	11	371.1	P	0.002930
231270_at	11	11	234.2	P	0.001953
231271_x_at	11	11	360.7	P	0.001953
231272_at	11	11	15.2	A	0.725830
231273_x_at	11	11	27.7	A	0.366211
231274_s_at	11	11	140.5	P	0.014160
231275_at	11	11	5.2	A	0.904785
231276_at	11	11	57.1	A	0.303711
231277_x_at	11	11	161.2	A	0.303711
231278_at	11	11	7.4	A	0.919434
231279_at	11	11	25.5	A	0.500000
231280_at	11	11	20.0	A	0.633789
231281_at	11	11	67.3	A	0.274170
231282_at	11	11	4.8	A	0.870361
231283_at	11	11	8.2	A	0.725830
231284_at	11	11	142.9	A	0.246094
231285_at	11	11	20.8	A	0.466064
231286_at	11	11	7.1	A	0.696289
231287_s_at	11	11	15.5	A	0.466064
231288_at	11	11	28.0	A	0.398926
231289_at	11	11	4.7	A	0.780518
231290_at	11	11	7.9	A	0.828613
231291_at	11	11	58.9	A	0.398926
231292_at	11	11	45.9	P	0.010742
231293_at	11	11	49.9	A	0.274170
231294_at	11	11	3.9	A	0.500000
231295_at	11	11	51.8	P	0.030273
231296_at	11	11	239.3	P	0.018555
231297_at	11	11	168.8	P	0.008057
231298_at	11	11	142.7	P	0.008057
231299_at	11	11	13.0	A	0.696289
231300_at	11	11	97.9	A	0.219482
231301_at	11	11	12.2	A	0.665527
231302_at	11	11	56.0	P	0.008057
231303_at	11	11	41.4	A	0.274170
231304_at	11	11	43.2	A	0.067627
